-0.88,337.52,4,5
-0.6,257.87,3,4
-0.53,152.01,2.6,3
-0.16,125.14,1,2
0,63.2000000000001,0,1
0,120.17,0,3
0,109.36,0,2
0,50.5,0,1
0,0,0,0
0,24.04,0,1
-1.13,593.96,5.2,9
-0.95,593.96,4.5,9
-1.13,555.68,5.2,8.7
-1.03,492.88,4.7,7.6
-0.94,483.75,4.5,7.4
-0.91,456.54,4.1,6.9
-0.75,452.03,3.5,6.9
-0.69,422.8,3.2,6
-0.56,409.34,2.6,5.7
-0.53,402.61,2.6,5.7
-0.47,386.9,2.4,5.5
-0.41,377.92,2,5.5
-0.41,362.16,2,5.2
-0.25,350.87,1.7,5
-0.25,334.99,1.7,5
-0.22,323.59,1.7,5
-0.19,293.67,1.4,4.8
-0.19,263.23,1.4,4.2
-0.16,270.3,1,4.2
-0.16,215.06,1,3.7
-0.15,215.06,1,3.7
-0.13,159.68,1,3
-0.1,169.96,1,3.2
-0.07,154.5,1,3
0,146.68,0,2.9
0,141.44,0,2.7
0,136.16,0,2.4
0,136.16,0,2.4
0,154.5,0,3
0,133.51,0,2.5
0,125.53,0,2.3
0,112.07,0,2
0,98.4300000000001,0,1.8
0,101.17,0,1.8
0,90.14,0,1.6
0,81.7900000000001,0,1.4
0,84.58,0,1.4
0,64.85,0,1
0,50.5,0,1
0,62,0,1
0,53.39,0,1
0,62,0,1
0,50.5,0,1
0,56.27,0,1
0,47.61,0,1
0,41.7900000000001,0,1
0,38.86,0,1
0,38.86,0,1
0,21.13,0,1
-1.2,603.96,6,10
-1.2,595.96,6,9.6
-1.5,583.96,7,8.8
-1.5,590.96,7,9.1
-1.4,590,6.7,9
-1.4,600,6.7,9.5
-1.3,587,6.3,8.8
-1.3,565,6.3,8.7
0,235,0,4
0,113,0,2
-1,545,5,8
